scan_date,analysis_date,ticker,action,confidence,trend_score,free_tier,halt,entry_bid,stop_loss,target,momentum,chip_analysis,risk_factors,data_quality_flags
2026-05-05,2026-05-05,3010,LONG,79,22,True,False,135.82,136.5,148.05,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,4961,LONG,74,22,True,False,158.21,159.0,177.45,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3706,LONG,72,22,True,False,83.68,84.1,88.3,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2458,LONG,71,22,True,False,139.8,140.5,147.53,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,6438,LONG,71,22,True,False,180.09,181.0,194.25,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,4953,LONG,69,22,True,False,121.39,122.0,129.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,6441,LONG,68,22,True,False,180.09,181.0,194.25,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2352,WATCH,62,22,True,False,24.83,24.95,26.3,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2377,WATCH,62,22,True,False,95.22,95.7,102.9,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2357,WATCH,57,22,True,False,587.05,590.0,628.95,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,1565,WATCH,55,22,True,False,101.99,102.5,114.45,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,6593,CAUTION,49,22,True,False,57.51,57.79999923706055,60.69,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,6121,CAUTION,48,22,True,False,360.69,362.5,392.18,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,4114,CAUTION,43,22,True,False,30.65,30.8,33.6,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2382,LONG,77,21,True,False,319.39,321.0,337.05,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3715,WATCH,62,21,True,False,195.52,196.5,207.9,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3592,WATCH,59,21,True,False,239.79,241.0,267.23,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2379,CAUTION,48,21,True,False,530.34,533.0,569.1,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2355,LONG,76,20,True,False,51.74,52.0,56.59,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2441,WATCH,61,20,True,False,93.53,94.0,99.02,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,6143,WATCH,59,20,True,False,90.74,91.19999694824219,98.6,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3628,LONG,72,17,True,False,68.95,69.3,77.91,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3078,WATCH,64,17,True,False,56.71,57.0,59.85,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3231,WATCH,63,17,True,False,141.29,142.0,151.72,,,,NO_BROKER_DATA|scoring_version:v2|COILING
2026-05-05,2026-05-05,8112,WATCH,61,17,True,False,84.38,84.80000305175781,90.4,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,2323,WATCH,60,17,True,False,10.4,10.45,10.97,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,8249,WATCH,56,17,True,False,84.38,84.80000305175781,90.4,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,8240,CAUTION,49,17,True,False,84.38,84.80000305175781,90.4,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,8155,CAUTION,47,17,True,False,27.26,27.399999618530273,29.71,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3290,CAUTION,48,11,True,False,47.16,47.4,52.61,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,4167,CAUTION,31,11,True,False,18.81,18.9,20.21,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,4129,CAUTION,29,11,True,False,98.6,99.1,108.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,4164,CAUTION,34,0,True,False,29.4,29.55,34.39,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,3205,CAUTION,19,0,True,False,55.42,55.7,63.42,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,6609,CAUTION,14,0,True,False,330.84,332.5,349.12,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,6561,CAUTION,14,0,True,False,330.84,332.5,349.12,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-05,2026-05-05,1503,CAUTION,5,0,True,False,197.01,198.0,211.58,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.2%|GATE_PASS:G2_BB:11.3%|GATE_PASS:G3_LIQ:368.0M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:82.5%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1336,CAUTION,5,0,True,False,13.88,13.95,14.7,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:96.9%|GATE_PASS:G2_BB:4.8%|GATE_FAIL:G3_LOW_LIQ:1.4M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:85.2%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1513,CAUTION,5,0,True,False,153.23,154.0,163.28,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.2%|GATE_PASS:G2_BB:7.7%|GATE_PASS:G3_LIQ:737.2M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:84.5%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1471,CAUTION,5,0,True,False,11.39,11.45,13.7,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:81.8%|GATE_PASS:G2_BB:14.5%|GATE_FAIL:G3_LOW_LIQ:10.3M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:90.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1514,CAUTION,5,0,True,False,119.4,120.0,126.0,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.6%|GATE_FAIL:G2_BB_WIDE:18.1%|GATE_PASS:G3_LIQ:350.2M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:87.9%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1519,CAUTION,5,0,True,False,890.52,895.0,962.85,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:94.8%|GATE_FAIL:G2_BB_WIDE:17.6%|GATE_PASS:G3_LIQ:2841.7M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:84.7%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1515,CAUTION,5,0,True,False,21.89,22.0,23.36,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:90.9%|GATE_PASS:G2_BB:11.5%|GATE_FAIL:G3_LOW_LIQ:7.1M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:86.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1517,CAUTION,5,0,True,False,10.15,10.2,11.55,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:89.5%|GATE_PASS:G2_BB:13.7%|GATE_FAIL:G3_LOW_LIQ:2.7M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:86.7%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1526,CAUTION,5,0,True,False,16.12,16.2,17.27,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:93.9%|GATE_PASS:G2_BB:6.2%|GATE_FAIL:G3_LOW_LIQ:2.4M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:72.2%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1527,CAUTION,5,0,True,False,32.59,32.75,34.81,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.8%|GATE_PASS:G2_BB:3.2%|GATE_FAIL:G3_LOW_LIQ:6.7M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:91.2%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1528,CAUTION,5,0,True,False,29.05,29.2,31.29,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:92.0%|GATE_FAIL:G2_BB_WIDE:21.0%|GATE_PASS:G3_LIQ:694.6M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1529,CAUTION,5,0,True,False,22.59,22.7,24.89,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:90.8%|GATE_FAIL:G2_BB_WIDE:15.1%|GATE_FAIL:G3_LOW_LIQ:20.5M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:83.8%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1530,CAUTION,5,0,True,False,25.97,26.1,29.82,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:90.2%|GATE_PASS:G2_BB:10.4%|GATE_FAIL:G3_LOW_LIQ:0.9M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:95.7%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1532,CAUTION,5,0,True,False,20.5,20.6,22.37,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:92.6%|GATE_PASS:G2_BB:10.0%|GATE_FAIL:G3_LOW_LIQ:15.8M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:88.1%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1535,CAUTION,5,0,True,False,50.25,50.5,53.76,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.1%|GATE_PASS:G2_BB:4.9%|GATE_FAIL:G3_LOW_LIQ:3.5M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:95.7%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1537,CAUTION,5,0,True,False,121.39,122.0,129.68,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.2%|GATE_PASS:G2_BB:3.1%|GATE_FAIL:G3_LOW_LIQ:9.3M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:99.6%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1538,CAUTION,5,0,True,False,13.28,13.35,14.02,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:91.8%|GATE_FAIL:G2_BB_WIDE:200.8%|GATE_FAIL:G3_LOW_LIQ:0.2M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:53.5%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1569,CAUTION,5,0,True,False,62.78,63.1,66.26,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:93.9%|GATE_FAIL:G2_BB_WIDE:28.9%|GATE_PASS:G3_LIQ:181.4M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1582,CAUTION,5,0,True,False,93.03,93.5,112.35,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:83.1%|GATE_FAIL:G2_BB_WIDE:25.8%|GATE_PASS:G3_LIQ:736.7M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1595,CAUTION,5,0,True,False,84.28,84.7,88.94,,,,NO_BROKER_DATA|GATE_FAIL:G1_ALREADY_BROKE_OUT:100.0%|GATE_FAIL:G2_BB_WIDE:84.4%|GATE_PASS:G3_LIQ:226.4M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1707,CAUTION,5,0,True,False,111.94,112.5,119.7,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:92.2%|GATE_PASS:G2_BB:9.9%|GATE_FAIL:G3_LOW_LIQ:24.9M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:98.4%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1720,CAUTION,5,0,True,False,60.7,61.0,64.05,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:94.6%|GATE_PASS:G2_BB:7.3%|GATE_FAIL:G3_LOW_LIQ:17.6M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:96.8%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1731,CAUTION,5,0,True,False,21.59,21.7,22.79,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:98.9%|GATE_PASS:G2_BB:1.4%|GATE_FAIL:G3_LOW_LIQ:2.3M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:98.4%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1733,CAUTION,5,0,True,False,28.21,28.35,31.03,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:93.6%|GATE_PASS:G2_BB:7.6%|GATE_FAIL:G3_LOW_LIQ:4.4M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:98.1%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1734,CAUTION,5,0,True,False,31.34,31.5,33.91,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.4%|GATE_PASS:G2_BB:3.1%|GATE_FAIL:G3_LOW_LIQ:10.5M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1760,CAUTION,5,0,True,False,66.37,66.7,71.61,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:87.3%|GATE_PASS:G2_BB:10.8%|GATE_FAIL:G3_LOW_LIQ:29.5M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1777,CAUTION,5,0,True,False,70.84,71.2,74.76,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:98.3%|GATE_PASS:G2_BB:2.5%|GATE_FAIL:G3_LOW_LIQ:2.1M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:97.8%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1783,CAUTION,5,0,True,False,39.1,39.3,41.27,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:90.2%|GATE_FAIL:G2_BB_WIDE:15.3%|GATE_FAIL:G3_LOW_LIQ:5.9M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:90.2%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1784,CAUTION,5,0,True,False,73.33,73.7,88.52,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:87.0%|GATE_PASS:G2_BB:14.8%|GATE_FAIL:G3_LOW_LIQ:14.4M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:78.8%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1785,CAUTION,5,0,True,False,159.2,160.0,168.0,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:88.9%|GATE_FAIL:G2_BB_WIDE:66.2%|GATE_PASS:G3_LIQ:3292.6M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1786,CAUTION,5,0,True,False,55.92,56.2,63.63,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:85.9%|GATE_FAIL:G2_BB_WIDE:17.7%|GATE_FAIL:G3_LOW_LIQ:18.1M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:74.7%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1762,CAUTION,5,0,True,False,29.0,29.15,30.61,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:96.4%|GATE_PASS:G2_BB:10.3%|GATE_FAIL:G3_LOW_LIQ:3.3M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:95.4%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1795,CAUTION,5,0,True,False,223.38,224.5,246.23,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:93.0%|GATE_PASS:G2_BB:13.1%|GATE_PASS:G3_LIQ:608.7M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:65.4%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1799,CAUTION,5,0,True,False,36.42,36.6,44.94,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:81.5%|GATE_FAIL:G2_BB_WIDE:20.5%|GATE_FAIL:G3_LOW_LIQ:12.6M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1781,CAUTION,5,0,True,False,10.9,10.95,12.02,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:90.1%|GATE_PASS:G2_BB:14.5%|GATE_FAIL:G3_LOW_LIQ:0.5M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:83.8%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1813,CAUTION,5,0,True,False,12.34,12.4,13.12,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:90.8%|GATE_FAIL:G2_BB_WIDE:16.5%|GATE_FAIL:G3_LOW_LIQ:0.6M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:99.3%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1788,CAUTION,5,0,True,False,134.32,135.0,143.33,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:98.9%|GATE_PASS:G2_BB:1.3%|GATE_FAIL:G3_LOW_LIQ:3.8M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:98.9%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,1815,CAUTION,5,0,True,False,115.42,116.0,127.58,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:89.6%|GATE_FAIL:G2_BB_WIDE:19.3%|GATE_PASS:G3_LIQ:8436.0M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2059,CAUTION,5,0,True,False,4119.3,4140.0,4347.0,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:98.3%|GATE_FAIL:G2_BB_WIDE:33.3%|GATE_PASS:G3_LIQ:3131.3M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2301,CAUTION,5,0,True,False,170.15,171.0,179.55,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:94.5%|GATE_FAIL:G2_BB_WIDE:19.9%|GATE_PASS:G3_LIQ:4871.7M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:90.5%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2302,CAUTION,5,0,True,False,20.2,20.3,21.32,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:98.5%|GATE_PASS:G2_BB:14.5%|GATE_FAIL:G3_LOW_LIQ:22.8M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:92.8%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2303,CAUTION,5,0,True,False,82.68,83.1,87.25,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.5%|GATE_FAIL:G2_BB_WIDE:45.3%|GATE_PASS:G3_LIQ:15220.9M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2305,CAUTION,5,0,True,False,16.67,16.75,20.79,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:82.9%|GATE_FAIL:G2_BB_WIDE:24.7%|GATE_PASS:G3_LIQ:74.3M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2308,CAUTION,5,0,True,False,2154.18,2165.0,2273.25,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.0%|GATE_FAIL:G2_BB_WIDE:41.7%|GATE_PASS:G3_LIQ:24286.4M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2312,CAUTION,5,0,True,False,27.96,28.1,31.61,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:88.1%|GATE_FAIL:G2_BB_WIDE:41.4%|GATE_PASS:G3_LIQ:1572.9M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-05,2026-05-05,2314,CAUTION,5,0,True,False,13.73,13.8,14.49,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:77.1%|GATE_FAIL:G2_BB_WIDE:31.5%|GATE_FAIL:G3_LOW_LIQ:7.9M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:79.7%|NO_SETUP|scoring_version:v2
